Name,Year,Genre,Director,Writers,Rating,Liked,Acting,Story,Music
Zakir Khan: Haq Se Single,2017,Comedy,Angshuman Ghosh,Zakir Khan,4,Yes,4,4.5,4
Tropic Thunder,2008,"Action, Comedy, Adventure, War",,"Justin Theroux, Etan Cohen, Ben Stiller",3.5,Yes,3.5,3.5,3
Death Proof,2007,"Action, Thriller",Quentin Tarantino,Quentin Tarantino,3,Yes,3,3.5,3
Blurr,2022,"Horror, Thriller, Mystery",,"Ajay Bahl, Pawan Sony",3,Yes,3,3.5,3
Manan Desai: Jati Rehje,2024,Comedy,Karan Asnani,"Manan Desai, Kaushika Desai",3.5,Yes,3.5,3.5,3
Geethanjali,2013,,,Unknown,2.5,Yes,2.5,2.5,2
Sadma,1983,"Drama, Romance",Balu Mahendra,Balu Mahendra,4,Yes,4,4.5,4
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",,"Michael Petroni, Christopher Markus, Stephen McFeely",3,Yes,3,3.5,3
Sparsh,2019,Drama,Ankush Bhatt,Priya Ranjan Panigrahi,3,No,3,3.5,3
Ahalya,2015,Thriller,,"Sujoy Ghosh, Satyajit Ray",3.5,Yes,3.5,3.5,3
Don't Look Away,2017,"Horror, Thriller",Michael Bafaro,"Michael Mitton, Michael Bafaro",1,No,1,1.5,1
Kriti,2016,Thriller,,Unknown,4,Yes,4,4.5,4
Yeh Teraa Ghar Yeh Meraa Ghar,2001,"Comedy, Drama, Romance",Priyadarshan,Neeraj Vora,2,No,2,2.5,2
Kyon Ki...,2005,"Romance, Drama",,Priyadarshan,3,No,3,3.5,3
Adolescence,2025,"Drama, Romance",Ashley Avis,"Mickey River, Ashley Avis, Cal Barnes",4,Yes,4,4.5,4
Hop,2011,"Animation, Comedy, Family",,"Cinco Paul, Ken Daurio, Brian Lynch",3.5,Yes,3.5,3.5,3
The Night Manager,2016,Not Found,Not Found,Not Found,4,Yes,4,4.5,4
Court: State vs. A Nobody,2025,"Drama, Romance, Crime",,"Vamsidhar Sirigiri, Karthikeya Sreenivass, Ram Jagadeesh",2,No,2,2.5,2
Khauf,2025,,Salim Shaheen,Masjidi Zalmai,3.5,Yes,3.5,3.5,3
Hum Kisi Se Kum Nahin,2002,"Comedy, Action, Romance, Drama",,"Javed Siddiqui, Rumi Jaffery, Robin Bhatt",2,No,2,2.5,2
Mickey 17,2025,"Science Fiction, Comedy, Adventure",Bong Joon Ho,Bong Joon Ho,4,Yes,4,4.5,4
Badminton,2025,,,Anuvab Pal,2.5,No,2.5,2.5,2
Khujli,2017,Comedy,Sonam Nair,Sonam Nair,3.5,Yes,3.5,3.5,3
Ouch,2016,,,Zach Kornfeld,3,No,3,3.5,3
Jewel Thief - The Heist Begins,2025,"Action, Thriller",Robby Grewal,David Logan,1.5,No,1.5,1.5,1
Namastey London,2007,"Comedy, Drama, Romance",,"Suresh Nair, Ritesh Shah",2.5,No,2.5,2.5,2
Good Bad Ugly,2025,Western,Sergio Leone,"Luciano Vincenzoni, Sergio Leone, Agenore Incrocci, Furio Scarpelli",3,No,3,3.5,3
Khamoshiyan,2015,"Drama, Horror",,Vikram Bhatt,1.5,No,1.5,1.5,1
Baida,2025,"Adventure, Science Fiction, Thriller",Puneet Sharma,Sudhanshu Rai,1.5,No,1.5,1.5,1
Vakeel Babu,2022,Drama,,"kanishka deo, Suyash Barve",3,No,3,3.5,3
Uncharted,2022,"Action, Adventure",Ruben Fleischer,"Rafe Judkins, Matt Holloway, Art Marcum",2,No,2,2.5,2
Karate Kid: Legends,2025,"Action, Adventure, Drama",,"Christopher Murphey, Robert Mark Kamen, Rob Lieber",2,No,2,2.5,2
Final Destination Bloodlines,2025,"Horror, Mystery",Adam B. Stein,"Guy Busick, Jon Watts, Lori Evans Taylor, Jeffrey Reddick",3.5,Yes,3.5,3.5,3
36 China Town,2006,"Comedy, Thriller",,Shyam Goel,2.5,No,2.5,2.5,2
Bluffmaster Gujjubhai,2025,Comedy,Siddharth Randeria,Unknown,3,Yes,3,3.5,3
Gujjubhai Banya Dabang,,Comedy,,Unknown,4,Yes,4,4.5,4
Risky Business,1983,"Romance, Comedy, Drama",Paul Brickman,Paul Brickman,4,Yes,4,4.5,4
Jerry Maguire,1996,"Comedy, Drama, Romance",,Cameron Crowe,4,Yes,4,4.5,4
Haseena Maan Jaayegi,1999,"Action, Comedy",David Dhawan,Unknown,4,Yes,4,4.5,4
Fountain of Youth,2025,"Adventure, Fantasy, Mystery",,James Vanderbilt,3,No,3,3.5,3
Housefull 5,2025,"Comedy, Mystery, Thriller",Tarun Mansukhani,"Sajid Nadiadwala, Farhad Samji, Tarun Mansukhani",2.5,No,2.5,2.5,2
We're the Millers,2013,"Comedy, Crime",,"Bob Fisher, Steve Faber, Sean Anders, John Morris",3.5,Yes,3.5,3.5,3
Shikara,2020,"Drama, Romance",Vidhu Vinod Chopra,"Abhijat Joshi, Rahul Pandita, Vidhu Vinod Chopra",4.5,Yes,4.5,4.5,4
How to Train Your Dragon: The Hidden World,2019,"Animation, Family, Adventure",,Dean DeBlois,3,Yes,3,3.5,3
How to Train Your Dragon: Homecoming,2019,"Animation, Fantasy, Adventure, Family",Tim Johnson,"Jonathan Groff, Jon Pollack",3,Yes,3,3.5,3
The Tomorrow War,2021,"Action, Science Fiction, Adventure",,Zach Dean,3,Yes,3,3.5,3
99,2009,Documentary,David Junyent,Unknown,3,Yes,3,3.5,3
Piku,2015,"Comedy, Drama",,Juhi Chaturvedi,4,Yes,4,4.5,4
Aatma,2013,"Drama, Thriller, Horror, Crime",Deepak Ramsay,Unknown,1.5,No,1.5,1.5,1
OMG 2,2023,"Comedy, Drama",,Amit Rai,2.5,No,2.5,2.5,2
Do Lafzon Ki Kahani,2016,"Drama, Romance, Action",Deepak Tijori,Girish Dhamija,3,No,3,3.5,3
Rear Window,1954,"Thriller, Mystery, Drama",,John Michael Hayes,3.5,Yes,3.5,3.5,3
Maa,2025,Drama,Baljit Singh Deo,Rana Ranbir,2,No,2,2.5,2
Life in a Metro,2007,"Drama, Romance",,Anurag Basu,4.5,Yes,4.5,4.5,4
Kapkapiii,2025,"Horror, Comedy",Sangeeth Sivan,"Saurabh Anand, kumar priyadarshi",3.5,Yes,3.5,3.5,3
Perfume: The Story of a Murderer,2006,"Crime, Fantasy, Drama",,"Bernd Eichinger, Tom Tykwer, Andrew Birkin",3.5,Yes,3.5,3.5,3
Dekalog,1989,,Alex ColÈman,Unknown,5,Yes,5,5,5
Dora and the Lost City of Gold,2019,"Family, Comedy, Adventure",,"Nicholas Stoller, Matthew Robinson, Tom Wheeler",3,Yes,3,3.5,3
Dora and the Search for Sol Dorado,2025,"Family, Comedy, Adventure",Alberto Belli,JT Billings,3,Yes,3,3.5,3
Danny Jigar - Ek Matra,2024,"Comedy, Action",,"Jaswant parmar, Krishnadev Yagnik",3.5,Yes,3.5,3.5,3
Sitaare Zameen Par,2025,"Comedy, Drama",R. S. Prasanna,Divy Nidhi Sharma,3,No,3,3.5,3
Metro... In Dino,2025,"Drama, Romance, Comedy",,"Anurag Basu, Sandeep Shrivastava, Samrat Chakraborty",4.5,Yes,4.5,4.5,4
Vir Das: Fool Volume,2025,Comedy,Vir Das,Vir Das,3.5,Yes,3.5,3.5,3
The Fantastic 4: First Steps,2025,"Science Fiction, Adventure, Action",,"Jack Kirby, Stan Lee, Eric Pearson, Jeff Kaplan, Ian Springer, Kat Wood, Josh Friedman",2.5,No,2.5,2.5,2
Frankie and Johnny,1991,"Drama, Romance, Comedy",Garry Marshall,Terrence McNally,3,Yes,3,3.5,3
Happy Gilmore 2,2025,Comedy,,"Tim Herlihy, Adam Sandler",3,Yes,3,3.5,3
"English, August",1994,"Comedy, Drama",Dev Benegal,Dev Benegal,3.5,Yes,3.5,3.5,3
Son of Sardaar 2,2025,"Comedy, Drama",,"Jagdeep Singh Sidhu, Mohit Jain",0.5,No,0.5,0.5,0
Good Boys,2019,Comedy,Gene Stupnitsky,"Lee Eisenberg, Gene Stupnitsky",2.5,No,2.5,2.5,2
"Honey, I Shrunk the Kids",1989,"Adventure, Comedy, Family, Science Fiction",,"Ed Naha, Tom Schulman, Brian Yuzna, Stuart Gordon",3.5,Yes,3.5,3.5,3
"Honey, We Shrunk Ourselves",1997,"Adventure, Comedy, Family, Science Fiction",Dean Cundey,"Karey Kirkpatrick, Nell Scovell, Joel Hodgson",3.5,Yes,3.5,3.5,3
Jurassic World Rebirth,2025,"Science Fiction, Adventure, Action",,"David Koepp, Michael Crichton",2.5,No,2.5,2.5,2
Vikram,2022,"Action, Crime, Thriller",Lokesh Kanagaraj,"Lokesh Kanagaraj, Rathna Kumar",3.5,Yes,3.5,3.5,3
Red Lights,2012,Thriller,,Rodrigo CortÈs,3.5,Yes,3.5,3.5,3
The Sound of Your Heart,2016,"Animation, Comedy",Kim Hyun-Soo,Unknown,4,Yes,4,4.5,4
Chhorii 2,2025,"Horror, Drama",,"Vishal Furia, Ajit Jagtap, Divya Prakash Dubey",2.5,No,2.5,2.5,2
Sikandar Ka Muqaddar,2024,"Thriller, Crime, Mystery, Action",Neeraj Pandey,"Neeraj Pandey, Vipul K Rawal",2,No,2,2.5,2
Maharaja,2024,"Action, Thriller, Mystery",,Nithilan Saminathan,3,No,3,3.5,3
War,2019,"Action, Science Fiction, Thriller",Patrick Hughes,"Patrick Hughes, James Beaufort",3,Yes,3,3.5,3
The Shaukeens,2014,Comedy,,Unknown,2.5,Yes,2.5,2.5,2
Coolie,2025,"Action, Thriller, Crime",Lokesh Kanagaraj,"Lokesh Kanagaraj, Chandhru Anbazhagan",2.5,Yes,2.5,2.5,2
Superman,2025,"Science Fiction, Adventure, Action",,"James Gunn, Jerry Siegel, Joe Shuster",2,Yes,2,2.5,2
War 2,2025,"Action, Thriller",Ayan Mukerji,"Aditya Chopra, Shridhar Raghavan",0.5,No,0.5,0.5,0
Aavesham,2024,Drama,,Unknown,4,Yes,4,4.5,4
Just Like Heaven,2005,"Comedy, Romance, Fantasy",Mark Waters,"Leslie Dixon, Peter Tolan",3,No,3,3.5,3
Petta,2019,Action,,Karthik Subbaraj,2,No,2,2.5,2
Pataakha,2018,"Action, Comedy, Drama",Vishal Bhardwaj,"Vishal Bhardwaj, Charan Singh Pathik",3.5,Yes,3.5,3.5,3
Chhichhore,2019,"Romance, Comedy, Drama",,"Nitesh Tiwari, Piyush Gupta, Nikhil Mehrotra",3,Yes,3,3.5,3
The Best of Times,1986,Comedy,Roger Spottiswoode,Ron Shelton,3,No,3,3.5,3
Vash Level 2,2025,"Thriller, Horror",,Krishnadev Yagnik,2,No,2,2.5,2
Malena,2000,Drama,Giuseppe Tornatore,Giuseppe Tornatore,4,Yes,4,4.5,4
The Thursday Murder Club,2025,"Comedy, Mystery, Crime",,"Katy Brand, Suzanne Heathcote",3.5,Yes,3.5,3.5,3
The Raffle,1991,Drama,Francesco Laudadio,Francesco Laudadio,3.5,Yes,3.5,3.5,3
Rangoon,2017,"War, History, Drama, Romance",,"Sabrina Dhawan, Matthew Robbins, Vishal Bhardwaj",3.5,Yes,3.5,3.5,3
Fursat,2023,"Romance, Music, Science Fiction",Vishal Bhardwaj,"Jyotsna Hariharan, Vishal Bhardwaj",4,Yes,4,4.5,4
See How They Run,2022,"Mystery, Comedy, Crime",,Mark Chappell,3,Yes,3,3.5,3
Panic Room,2002,"Crime, Drama, Thriller",David Fincher,David Koepp,2.5,No,2.5,2.5,2
The Three Musketeers,2011,"Adventure, Action, Thriller",,"Alex Litvak, Andrew Davies",2,No,2,2.5,2
Charlie's Angels,2000,"Action, Comedy, Adventure",McG,"Ryan Rowe, John August, Ed Solomon",3.5,Yes,3.5,3.5,3
Teenage Mutant Ninja Turtles,2014,"Science Fiction, Action, Adventure, Comedy",,"Evan Daugherty, Kevin Eastman, Josh Appelbaum, Peter Laird, AndrÈ Nemec",3,No,3,3.5,3
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action, Adventure, Comedy, Family, Science Fiction",Dave Green,"Josh Appelbaum, Peter Laird, AndrÈ Nemec, Kevin Eastman",3,No,3,3.5,3
The Old Guard,2020,"Action, Fantasy",,Greg Rucka,1.5,No,1.5,1.5,1
Mission: Impossible ‚Äì The Final Reckoning,2025,"Action, Thriller, Adventure",Christopher McQuarrie,"Christopher McQuarrie, Erik Jendresen",4,Yes,4,4.5,4
Thalaivii,2021,Drama,,"Vijayendra Prasad, Ajayan Bala",0.5,No,0.5,0.5,0
Thackeray,2019,"Drama, History",Abhijit Panse,"Sanjay Raut, Abhijit Panse",0.5,No,0.5,0.5,0
Shakuntala Devi,2020,"Drama, Family, Comedy",,"Anu Menon, Nayanika Mahtani",0.5,No,0.5,0.5,0
Dil Kabaddi,2008,"Drama, Romance",Anil Senior,Unknown,4,Yes,4,4.5,4
Fast X,2023,"Action, Crime, Thriller",,"Gary Scott Thompson, Justin Lin, Dan Mazeau, Zach Dean",4,Yes,4,4.5,4
Inspector Zende,2025,"Comedy, Drama, Thriller",Chinmay Mandlekar,Chinmay Mandlekar,1.5,No,1.5,1.5,1
The Bengal Files,2025,"Drama, History, Thriller",,"Vivek Agnihotri, Saurabh M. Pandey",0.5,No,0.5,0.5,0
The Tashkent Files,2019,"Drama, Mystery, Thriller, History",Vivek Agnihotri,Vivek Agnihotri,4,Yes,4,4.5,4
Honey Don't!,2025,"Comedy, Crime, Mystery, Thriller",,"Ethan Coen, Tricia Cooke",2,No,2,2.5,2
Drive-Away Dolls,2024,"Comedy, Crime",Ethan Coen,"Ethan Coen, Tricia Cooke",3.5,Yes,3.5,3.5,3
Mirage,2018,"Drama, Western",,Cyborg Kaori,1.5,No,1.5,1.5,1
Ek Paheli Leela,2015,"Romance, Music, Thriller, Horror",Bobby Khan,Bunty Rathore,3,Yes,3,3.5,3
Don,2007,"Adventure, Romance",,Bess Meredyth,3.5,Yes,3.5,3.5,3
Turbo,2013,"Animation, Family",David Soren,"David Soren, Darren Lemke, Robert D. Siegel, Guy Bar'ely",4,Yes,4,4.5,4
Hugo,2011,"Adventure, Drama, Family",,John Logan,4,Yes,4,4.5,4
Gandhi,1982,"Drama, History",Richard Attenborough,John Briley,3.5,Yes,3.5,3.5,3
The Tiger of Eschnapur,1959,"Adventure, Drama, Romance",,"Werner Jˆrg L¸ddecke, Fritz Lang, Richard Eichberg",3,Yes,3,3.5,3
That Girl in Yellow Boots,2011,"Crime, Drama, Mystery, Thriller",Anurag Kashyap,"Anurag Kashyap, Kalki Koechlin",3,Yes,3,3.5,3
Jolly LLB 3,2025,"Drama, Comedy",,Subhash Kapoor,1,No,1,1.5,1
Ittefaq,1969,Thriller,Sanjay Khanna,"Imtiaz Patel, Yunus Sajawal, Sameer",3.5,Yes,3.5,3.5,3
Shiva,1990,Drama,,Unknown,3.5,Yes,3.5,3.5,3
Thunivu,2023,"Action, Crime, Thriller, Comedy",H. Vinoth,H. Vinoth,3,Yes,3,3.5,3
Oppam,2016,Thriller,,"Priyadarshan, Govind Vijayan",3,Yes,3,3.5,3
A Trip to the Moon,1902,"History, Adventure, Science Fiction",Georges MÈliËs,Georges MÈliËs,3,No,3,3.5,3
Le ch√¢teau hant√©,1897,Not Found,,Not Found,4,Yes,4,4.5,4
The Skeleton Dance,1929,"Animation, Family, Music, Comedy, Horror",Walt Disney,Unknown,5,Yes,5,5,5
Steamboat Willie,1928,"Animation, Comedy",,"Ub Iwerks, Walt Disney",5,Yes,5,5,5
Rope,1948,"Thriller, Crime, Drama",Alfred Hitchcock,Arthur Laurents,4,Yes,4,4.5,4
Mahavatar Narsimha,2024,"Animation, Action, Fantasy, Drama",,"Ashwin Kumar, Jaypurna Das, Rudra Pratap Ghosh",2,No,2,2.5,2
Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy",Thor Freudenthal,Marc Guggenheim,0.5,No,0.5,0.5,0
The Blue Umbrella,2005,"Animation, Romance",,Saschka Unseld,3,Yes,3,3.5,3
The Red Balloon,1956,"Comedy, Drama, Family, Fantasy",Albert Lamorisse,Albert Lamorisse,4,Yes,4,4.5,4
The Big Shave,1967,"Horror, Drama",,Martin Scorsese,3.5,Yes,3.5,3.5,3
Whimsical Illusions,1909,"Comedy, Fantasy",Georges MÈliËs,Georges MÈliËs,2,No,2,2.5,2
Indiana Jones and the Kingdom of the Crystal Skull,2008,"Adventure, Action",,"David Koepp, George Lucas, Jeff Nathanson, Philip Kaufman",4,Yes,4,4.5,4
Chirayu Mistry: Mistry Solved,2024,Comedy,Chirayu Mistry,Chirayu Mistry,3,Yes,3,3.5,3
The Ba***ds of Bollywood,2025,Not Found,,Not Found,4,No,4,4.5,4
Bachu Ni Benpani,2025,Comedy,Vipul Mehta,Vipul Mehta,3.5,Yes,3.5,3.5,3
Tetris,2023,"Thriller, History, Drama",,Noah Pink,3.5,Yes,3.5,3.5,3
Indiana Jones and the Dial of Destiny,2023,"Adventure, Action",James Mangold,"Philip Kaufman, George Lucas, David Koepp, John-Henry Butterworth, Jez Butterworth, James Mangold",3.5,Yes,3.5,3.5,3
GoodFellas,1990,"Drama, Crime",,"Nicholas Pileggi, Martin Scorsese",4,Yes,4,4.5,4
The Man from U.N.C.L.E.,2015,"Comedy, Action, Adventure",Guy Ritchie,"Lionel Wigram, Guy Ritchie, David C. Wilson, Jeff Kleeman",3,Yes,3,3.5,3
Source Code,2011,"Thriller, Science Fiction, Mystery",,Ben Ripley,3.5,Yes,3.5,3.5,3
Old,2021,"Thriller, Mystery, Horror",M. Night Shyamalan,M. Night Shyamalan,2,No,2,2.5,2
The Last Airbender,2010,"Animation, Action, Adventure, Fantasy",,"Tim Hedrick, Christopher L. Yost, Bryan Konietzko, Michael Dante DiMartino, Kenneth Lin",3,Yes,3,3.5,3
Raid 2,2025,"Action, Crime, Thriller",Gareth Evans,Gareth Evans,1,No,1,1.5,1
Hollywood,2020,,,Upendra,4,Yes,4,4.5,4
Natsamrat,2016,Drama,Mahesh Manjrekar,"Mahesh Manjrekar, Abhijeet Deshpande, Kiran Yadnyopavit, Vishnu Vaman Shirwadkar",5,Yes,5,5,5
National Theatre Live: Fleabag,2019,"Comedy, Drama",,Phoebe Waller-Bridge,5,Yes,5,5,5
Tron,1982,"Science Fiction, Adventure, Action",Joachim R¯nning,"Jesse Wigutow, David DiGilio, Steven Lisberger, Bonnie MacBird",3.5,Yes,3.5,3.5,3
Marvel Zombies,2025,"Horror, Adventure",,"Scotty Fields, James Ojala",2,No,2,2.5,2
Murder at Monkey Hill,1976,"Mystery, Thriller",Vidhu Vinod Chopra,Vidhu Vinod Chopra,4,Yes,4,4.5,4
Khamosh,1986,"Mystery, Thriller",,Vidhu Vinod Chopra,3.5,Yes,3.5,3.5,3
Natsamrat,2018,Drama,Mahesh Manjrekar,"Mahesh Manjrekar, Abhijeet Deshpande, Kiran Yadnyopavit, Vishnu Vaman Shirwadkar",1,Yes,1,1.5,1
Ventilator,2016,"Drama, Comedy",,Unknown,4,Yes,4,4.5,4
Spirited Away,2001,"Animation, Family, Fantasy",Hayao Miyazaki,Hayao Miyazaki,2,No,2,2.5,2
Shelby Oaks,2024,"Horror, Mystery",,"Sam Liz, Chris Stuckmann",1,No,1,1.5,1
3 Ekka,2023,"Drama, Comedy",Rajesh Sharma,"Parth Trivedi, Chetan Daiya",2,No,2,2.5,2
Passport,2016,"Comedy, Drama",,Unknown,0.5,No,0.5,0.5,0
My Neighbor Totoro,1988,"Fantasy, Animation, Family",Hayao Miyazaki,Hayao Miyazaki,3.5,Yes,3.5,3.5,3
The Conjuring: Last Rites,2025,Horror,,"David Leslie Johnson-McGoldrick, James Wan, Chad Hayes, Carey Hayes, Ian B. Goldberg, Richard Naing",3,Yes,3,3.5,3
Mirai,2025,"Animation, Family, Fantasy, Adventure, Drama",Mamoru Hosoda,Mamoru Hosoda,1,No,1,1.5,1
Good Fortune,2025,"Comedy, Fantasy",,Aziz Ansari,3,Yes,3,3.5,3
Tashan,2008,"Action, Romance",Vijay Krishna Acharya,Unknown,2,Yes,2,2.5,2
Blue,2009,"Animation, Thriller",,Sadayuki Murai,2.5,Yes,2.5,2.5,2
Criminal Justice: A Family Matter,2025,Not Found,Not Found,Not Found,0.5,No,0.5,0.5,0
Project A,1983,"Action, Adventure, Comedy",,"Jackie Chan, Edward Tang",3,Yes,3,3.5,3
Bhagwat - Chapter One: Raakshas,2025,Thriller,Akshay Shere,Bhavini Bheda,1.5,No,1.5,1.5,1
Knock Out,2010,"Crime, Action, Thriller, Mystery",,Mani Shankar,3,Yes,3,3.5,3
Thamma,2025,"Comedy, Horror",Aditya Sarpotdar,"Niren Bhatt, Suresh Mathew, Arun Fulara",2,No,2,2.5,2
Chocolate: Deep Dark Secrets,2005,"Thriller, Crime, Drama, Mystery",,"Vivek Agnihotri, Rohit Malhotra",3,Yes,3,3.5,3
Guntur Kaaram,2024,"Action, Drama",Trivikram Srinivas,Trivikram Srinivas,1,No,1,1.5,1
Spyder,2017,Action,,Unknown,3,Yes,3,3.5,3
How to Make Millions Before Grandma Dies,2024,Drama,Pat Boonnitipat,"Thodsapon Thiptinnakorn, Pat Boonnitipat",3.5,Yes,3.5,3.5,3
Leo,2023,"Animation, Comedy, Family",,"Robert Smigel, Adam Sandler, Paul Sado",4,Yes,4,4.5,4
Kaithi,2019,"Action, Thriller, Crime",Lokesh Kanagaraj,Lokesh Kanagaraj,4.5,Yes,4.5,4.5,4
Now You See Me: Now You Don't,2025,"Crime, Thriller",,"Edward Ricourt, Boaz Yakin, Eric Warren Singer, Michael Lesslie, Paul Wernick, Rhett Reese, Seth Grahame-Smith",3,Yes,3,3.5,3
Raado,2022,"Drama, Thriller, Action",Krishnadev Yagnik,Krishnadev Yagnik,4.5,Yes,4.5,4.5,4
Shu Thayu?,2018,"Comedy, Drama",,Krishnadev Yagnik,3,No,3,3.5,3
Ghoomer,2023,Drama,R. Balki,"Rahul Sengupta, Rishi Virmani",3,Yes,3,3.5,3
Pad Man,2018,"Comedy, Drama",,R. Balki,3,No,3,3.5,3
Hellaro,2019,Drama,Abhishek Shah,"Prateek Gupta, Abhishek Shah",4,Yes,4,4.5,4
50/50,2011,"Comedy, Drama",,Will Reiser,3,Yes,3,3.5,3
House of Secrets: The Burari Deaths,2021,Not Found,Not Found,Not Found,3,Yes,3,3.5,3
Tanaav,2022,Fantasy,,"Damien Bonnard, Alexis Manenti",3,Yes,3,3.5,3
Bahut Hua Sammaan,2020,"Comedy, Crime, Drama",Ashish R. Shukla,"Vijay Narayan Verma, Avinash Singh",3.5,Yes,3.5,3.5,3
Nishaanchi,2025,"Crime, Drama",,"Prasoon Mishra, Ranjan Chandel, Anurag Kashyap",3,Yes,3,3.5,3
Lokah Chapter 1: Chandra,2025,"Action, Adventure, Fantasy",Dominic Arun,"Dominic Arun, Santhy Balachandran",2,No,2,2.5,2
The Taj Story,2025,Drama,,"Tushar Amrish Goel, Saurabh M. Pandey",0.5,No,0.5,0.5,0
Shirin Farhad Ki Toh Nikal Padi,2012,Romance,Bela Segal,"Sanjay Leela Bhansali, Vibhu Puri",3,Yes,3,3.5,3
Baramulla,2025,Horror,,"Aditya Dhar, Aditya Suhas Jambhale, Monal Thaakar",0.5,No,0.5,0.5,0
The Shark Is Broken,2025,"Comedy, Drama",Guy Masterson,"Ian Shaw, Joseph Nixon",3.5,Yes,3.5,3.5,3
Frankenstein,2025,"Drama, Fantasy, Horror",,Guillermo del Toro,4,Yes,4,4.5,4
Nishaanchi 2,2025,"Drama, Crime",Anurag Kashyap,"Prasoon Mishra, Ranjan Chandel, Anurag Kashyap",3.5,Yes,3.5,3.5,3
De De Pyaar De 2,2025,"Comedy, Romance",,"Tarun Jain, Luv Ranjan",1.5,No,1.5,1.5,1
The BFG,2016,"Adventure, Family, Fantasy",Steven Spielberg,Melissa Mathison,3,Yes,3,3.5,3
The Menu,2022,"Comedy, Horror",,"Seth Reiss, Will Tracy",4,Yes,4,4.5,4
Thudarum,2025,"Action, Drama, Thriller",Tharun Moorthy,"Tharun Moorthy, KR Sunil",3,Yes,3,3.5,3
Kaantha,2025,"History, Crime, Drama",,"Thamizh Prabha, Selvamani Selvaraj",3,Yes,3,3.5,3
Hotel Transylvania 3: Summer Vacation,2018,"Animation, Comedy, Family, Fantasy",Genndy Tartakovsky,"Michael McCullers, Genndy Tartakovsky",3,Yes,3,3.5,3
The Lost City,2022,"Action, Adventure, Comedy",,"Adam Nee, Aaron Nee, Seth Gordon, Dana Fox, Oren Uziel",2,No,2,2.5,2
Qarib Qarib Singlle,2017,"Comedy, Drama, Romance",Tanuja Chandra,"Kamba Chandra, Gazal Dhaliwal, Kamna Chandra, Tanuja Chandra",3,Yes,3,3.5,3
Ishqiya,2010,"Thriller, Comedy",,"Vishal Bhardwaj, Abhishek Chaubey, Sabrina Dhawan",3,Yes,3,3.5,3
The Housemaid,2025,"Mystery, Thriller",Paul Feig,Rebecca Sonnenshine,3.5,Yes,3.5,3.5,3
Coraline,2009,"Animation, Family, Fantasy",,Henry Selick,3.5,Yes,3.5,3.5,3
Johnny Gaddaar,2007,"Crime, Drama, Thriller",Sriram Raghavan,Sriram Raghavan,3.5,Yes,3.5,3.5,3
Wake Up Dead Man,2025,"Thriller, Mystery, Comedy",,Rian Johnson,3.5,Yes,3.5,3.5,3
Kantara - A Legend: Chapter 1,2025,"Action, Drama, Fantasy",Rishab Shetty,"Rishab Shetty, Anirudh Mahesh, Shanil Gowtham",4,Yes,4,4.5,4
Filmistaan,2014,Comedy,,Nitin Kakkar,3.5,Yes,3.5,3.5,3
Maharathi,2008,Thriller,Shivam Nair,Unknown,3.5,Yes,3.5,3.5,3
The Watcher in the Woods,1980,"Fantasy, Horror, Thriller",,"Brian Clemens, Harry Spalding, Rosemary Anne Sisson, Gerry Day",3.5,Yes,3.5,3.5,3
Scott Pilgrim vs. the World,2010,"Action, Comedy, Romance",Edgar Wright,"Michael Bacall, Edgar Wright",3.5,Yes,3.5,3.5,3
Superbad,2007,Comedy,,"Evan Goldberg, Seth Rogen",3.5,Yes,3.5,3.5,3
Zootopia 2,2025,"Animation, Family, Mystery, Adventure, Comedy",Jared Bush,Jared Bush,3,Yes,3,3.5,3
A.I. Artificial Intelligence,2001,"Drama, Science Fiction, Adventure",,Steven Spielberg,4,Yes,4,4.5,4
Jay Kelly,2025,"Drama, Comedy",Noah Baumbach,"Emily Mortimer, Noah Baumbach",4,Yes,4,4.5,4
Di√©s Ira√©,2025,Not Found,,Not Found,4,Yes,4,4.5,4
Dhurandhar,2025,"Action, Crime, Thriller",Aditya Dhar,Aditya Dhar,4,Yes,4,4.5,4
The Hunger Games: Catching Fire,2013,"Adventure, Action, Science Fiction",,"Simon Beaufoy, Michael Arndt",3,No,3,3.5,3
The Hunger Games: Mockingjay ‚Äì Part 1,2014,"Science Fiction, Adventure, Thriller",Francis Lawrence,"Danny Strong, Peter Craig",2,No,2,2.5,2
Vidheyan,1994,Drama,,"Paul Zacharia, Adoor Gopalakrishnan",3,No,3,3.5,3
Man vs Baby,2025,Not Found,Not Found,Not Found,3,Yes,3,3.5,3
Kennedy,2023,"Crime, Thriller",,Anurag Kashyap,4,Yes,4,4.5,4
Kill Bill: The Whole Bloody Affair,2004,"Action, Crime",Quentin Tarantino,"Quentin Tarantino, Uma Thurman",4,Yes,4,4.5,4
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",,"Quentin Tarantino, Uma Thurman",4,Yes,4,4.5,4
Kill Bill: Vol. 1,2003,"Action, Crime",Quentin Tarantino,"Quentin Tarantino, Uma Thurman",3.5,Yes,3.5,3.5,3
The Lost Chapter: Yuki's Revenge,2025,"Action, Animation, Fantasy",,Unknown,3,Yes,3,3.5,3
